what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.104.v200901282355,org.eclipse.wst.jsdt.web.ui,1241726715572
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.104.v200902121909,org.eclipse.wst.jsdt.web.core,1241726715617
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241726718059
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241726718060
started,bundle,org.eclipse.wst.css.core,1.1.201.v200808072008,org.eclipse.wst.css.core,1241726719239
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1241726719268
started,bundle,org.eclipse.wst.ws.service.policy,1.0.3.v200811261813,org.eclipse.wst.ws.service.policy,1241726728437
started,bundle,org.eclipse.wst.command.env,1.0.308.v200811200248,org.eclipse.wst.command.env,1241726728558
started,bundle,org.eclipse.wst.ws,1.1.3.v200902042200,org.eclipse.wst.ws,1241726728560
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241726729032
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1241726806097
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241726998715
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241726999293
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727829010
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727829627
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727829748
executed,command,com.adobe.flexbuilder.debug.ui,3.0.204732,com.adobe.flexbuilder.debug.ui.flexLaunchShortcut.debug,1241727832796
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727835536
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727869183
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727872054
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727872158
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727872473
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727876383
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727877192
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241727878220
