what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695857482
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695857921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695890169
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695891786
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695892097
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1245695903207
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695908748
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1245695928024
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695930900
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695931133
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695931450
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695942100
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695948841
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695953272
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695977634
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1245695984514
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695986040
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695986151
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1245695994538
activated,view,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.navigator,1245695998923
executed,command,com.adobe.flexbuilder.debug.ui,3.0.204732,com.adobe.flexbuilder.debug.ui.flexLaunchShortcut.run,1245696001389
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245696004139
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245696033868
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1245696036073
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1245696045313
