what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411492270
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411650121
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411784874
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411785146
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411885096
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411885384
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411887265
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411887429
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411890647
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411905199
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411909464
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237411909571
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412062070
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412062970
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412076859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412077127
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412128932
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412129280
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412135094
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412135355
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412135538
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412135709
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412138607
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412138720
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1237412140697
