what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695423364
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1245695431600
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695441903
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1245695454523
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1245695462421
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1245695483661
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1245695488073
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695500879
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695528895
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695529148
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695565859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695567912
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695569050
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695569821
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695655512
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695655715
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695663347
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695663350
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695664771
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1245695664954
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695664985
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1245695664988
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695665371
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695665471
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1245695707866
