what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1251236636510
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236644296
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236679208
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236679944
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236682554
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236682706
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236747147
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236747463
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236748535
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236748695
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236840484
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236840597
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236867479
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236867481
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236867965
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236869153
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236875404
activated,view,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.navigator,1251236880620
executed,command,com.adobe.flexbuilder.debug.ui,3.0.204732,com.adobe.flexbuilder.debug.ui.flexLaunchShortcut.run,1251236882938
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236885947
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236936139
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1251236936565
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236937243
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236937320
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251236937615
