what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251314616161
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1251314616727
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1251314649629
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1251314704690
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1251314708315
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1251314711634
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1251314714755
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1251314716488
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1251314717639
activated,view,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.navigator,1251314722389
executed,command,com.adobe.flexbuilder.debug.ui,3.0.204732,com.adobe.flexbuilder.debug.ui.flexLaunchShortcut.run,1251314728982
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251314731858
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251314816867
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251314816998
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315217551
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315241172
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315241392
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315241541
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315241990
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315242131
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315360250
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315363805
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315368186
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315368233
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1251315368347
